video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"-5q5mZbe3V8","BTS (방탄소년단) 'Life Goes On' Official MV","2020-11-20T04:58:11Z","UC3IZKseVpdzPSBaWxBxundA","Big Hit Labels","10","20.22.11","BIGHIT|빅히트|방탄소년단|BTS|BANGTAN|방탄","95180987","10032691","50443","3594753","https://i.ytimg.com/vi/-5q5mZbe3V8/default.jpg","False","False","BTS (방탄소년단) 'Life Goes On' Official MVCredits:Director: Jeon Jung KookAssistant Director: Yong Seok Choi, Jihye Yoon (Lumpens)Photo: Nu KimDirector of Photography: Hyunwoo Nam (GDW)Focus Puller: Sangwoo Yun2nd AC: Eunki Kim3rd AC: Kyuwon SeoGaffer: Choi Doo Soo (DS LIGHT)Lighting Crew: Jung Yu Jin, Kim Jun O, Lee Seong Min, Kim Sung Wook, Lee HyunsuArt Director: Bona Kim, Jinsil Park (MU:E)Assistant Art Team: Yeri Kang, Minjung Kim (MU:E)Art-team Manager: ilho Heo (MU:E)Visual Creative: Nu Kim, Sabinne Cheon, Lee Sun Kyoung, Kim Ga Eun, Cha Yeon HwaArtist Management: Kim Shin Gyu, Kim Su Bin, Kim Dae Young, Park Jun Tae, An Da Sol, Ahn Jong Hun, Yun Tae Woong, Lee Seung Byeong, Lee Jung Min, Lee Hyeon KiBig Hit Entertainment. Rights are reserved selectively in the video. Unauthorized reproduction is a violation of applicable laws. Manufactured by Big Hit Entertainment, Seoul, Korea.Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com#BTS #방탄소년단 #LifeGoesOn #BTS_BE #MV"
"t9hNezP4qdI","《一日系列第一百四十八集》老闆現撈...不！是國寶！邰哥帶瑪利亞一同來保育櫻花鉤吻鮭！-一日國寶魚保育員","2020-11-19T15:30:10Z","UCLW_SzI9txZvtOFTPDswxqg","木曜4超玩","24","20.22.11","木曜4超玩|邰智源|林柏昇KID|泱泱|溫妮|綜藝節目|一日系列|坤達|energy|阿部瑪利亞|木要|木耀|小黑|綜藝玩很大|阿公|瑪麗亞|國家公園|櫻花鉤吻鮭|保育員|生態|環境|保護","638602","10050","185","889","https://i.ytimg.com/vi/t9hNezP4qdI/default.jpg","False","False","本集乾爹↓↓↓這就是人蔘 這就是老協珍老協珍人蔘精：https://lxz.com.tw/Product/OEG003支持木曜加入深度會員：https://cbtv.tw/join請訂閱我們的頻道：https://cbtv.tw/SubMuyao第一時間看我們的新作品，參與直播！🙏🙏主持人：邰智源、林柏昇KID、坤達、溫妮、泱泱固定班底：阿部瑪利亞木曜四超玩 每周四晚上9點直播，網址：https://cbtv.tw/Muyao或至play商店及app store搜尋下載「麥卡貝網路電視」木曜專屬周邊↓↓↓➤蝦皮賣場：https://shopee.tw/muyao4.store➤PChome賣場：https://cbtv.tw/MuPcH➤Y!拍賣：https://cbtv.tw/MuYahooYoutube頻道資訊↓↓↓➤訂閱木曜主頻道：https://cbtv.tw/SubMuyao➤加入木曜會員：https://cbtv.tw/join➤訂閱月曜一起玩：https://cbtv.tw/SubMuyao2➤木曜的社群資訊Facebook: https://www.facebook.com/Muyao4/Instagram: https://www.instagram.com/muyao4/➤主持人社群資訊邰智源: https://www.instagram.com/taitaihome/Kid: https://www.instagram.com/circuskidd/坤達: https://www.instagram.com/hsieh_kunda/溫妮: https://www.instagram.com/yuen_nnnnnn/泱泱: https://www.instagram.com/lynnwu0219/➤固定班底社群資訊↓↓↓阿部瑪利亞：https://www.instagram.com/_abedesu/本影片屬麥卡貝網路電視所有，未經授權不得任意下載、上傳或做其他利用。歡迎分享影片連結。本節目合作提案請洽cbpm@walkgame.com#木曜4超玩 #邰智源 #一日系列"
"SDneyoPWw6w","【#中天最新LIVE】NCC殺了新聞自由！「反暴政‧反萊豬‧反關台‧反鴨霸」全民站出來（一）｜2020.11.21","2020-11-21T12:31:47Z","UC5l1Yto5oOIgRXlI4p4VKbw","中天電視","25","20.22.11","中天|中天電視|中天新聞|中天綜合台|中天娛樂台|CTI|ctitv|自由廣場|反萊豬|反關台|反暴政|反鴨霸|新聞自由","318077","19054","833","357","https://i.ytimg.com/vi/SDneyoPWw6w/default.jpg","False","False","0:00:00 活動暖場2:30:22 王又正出場2:51:43 王又正演說結束3:09:56 周錫瑋出場3:18:10 蔡衍明出場3:32:00 蔡衍明離場#自由廣場 #反萊豬 #反關台 #反暴政 #反鴨霸 #新聞自由 「如有任何營業使用，必須事先取得書面同意」「未經著作權人事先書面同意，勿將內容用於商業性質之分享、連結。」"
"uk_gHci1PUM","在台北市一週每餐50元？發掘一堆台北市的超便宜美食💗｜愛莉莎莎Alisasa","2020-11-18T10:00:45Z","UCAKJ0tmI_RMXqTgxL_OMfIg","愛莉莎莎 Alisasa","22","20.22.11","[none]","673119","15786","1220","1305","https://i.ytimg.com/vi/uk_gHci1PUM/default.jpg","False","False","宏佳騰智慧電車車款介紹：https://bit.ly/35CjQdP試乘送好禮： https://bit.ly/3kDwv4q年底前購車享📌政府補助倒數！年底前購車最高享28,000元補助  |  各車款補助金額不同，實際金額依政府公告為準。📌30期刷卡零利率    |    謹慎理財 信用至上。📌GogoroNetwork®電池服務資費優惠首年騎到飽$499/月。📌搭配台灣大哥大指定方案享購車最高21,100元折抵！#宏佳騰智慧電車 #Ai3_Comfort  #PBGN══════════════════════════════任何合作邀約請洽Pressplay Email :alisasa@pressplay.cc══════════════════════════════追蹤我 Follow Me ★Facebook粉絲專頁: https://www.facebook.com/alisasa11111/★Instagram: goodalicia══════════════════════════════"
"KTWEiTOKydU","【最新】反對萊豬進口！蔡衍明現身自由廣場挺中天　怒批：不護人民健康做什麼政府！｜2020.11.21","2020-11-21T12:41:12Z","UC5l1Yto5oOIgRXlI4p4VKbw","中天電視","25","20.22.11","中天|中天電視|中天新聞|中天綜合台|中天娛樂台|CTI|ctitv|反萊豬|反關台|新聞自由|蔡衍明|旺董|NCC","256233","20157","681","2476","https://i.ytimg.com/vi/KTWEiTOKydU/default.jpg","False","False","#新聞自由 #反萊豬 #蔡衍明 #旺董 #NCC「如有任何營業使用，必須事先取得書面同意」「未經著作權人事先書面同意，勿將內容用於商業性質之分享、連結。」"
"w2GXdb-pHo8","(Hot Debut) aespa - Black Mamba [Music Bank / 2020.11.20]","2020-11-20T08:42:51Z","UC5BMQOsAB8hKUyHu9KI6yig","KBS World","24","20.22.11","kbs|kbsworld|kbs world|韓流|放送|韩国综艺|韩国电视剧|truyền hình Hàn Quốc|ประเทศเกาหลีใต้|ละคร|Corea|Corée|دراما|دراما كورية|kbskpop|yt:cc=on|kpop|KBSWorld|Korea|Korean|Drama|KBS|K-Pop|Entertainment|Documentary|Music|Bank|영어자막|English|Subtitle|kbsworldTV|Caption|World|뮤직뱅크|musicbank|kbs월드|월드TV|kbs 월드|world tv|worlddtv|koreaTV|koreanTV|korea TV|korean TV|케이팝|kTV|K TV|한국방송|월드|eng|sub eng|South Korea|idol stage|idol|aespa|에스파|Black Mamba","3480171","312777","14392","19813","https://i.ytimg.com/vi/w2GXdb-pHo8/default.jpg","False","False","Click the Caption button to activate subtitle!▶Full EpisodesMusic Bank clips:https://www.youtube.com/playlist?list=PLMf7VY8La5RGym7CKoCfDFz_qb_WxU8RyMusic Bank interviews & winning moments:https://www.youtube.com/playlist?list=PLMf7VY8La5RHEIZ71XBEU9t9HQNKqm83YThe Return of Superman:https://www.youtube.com/playlist?list=PLMf7VY8La5RFIeOyIZ5IOm68WVb7c2dyTDogs are incredible:https://www.youtube.com/playlist?list=PLMf7VY8La5RHyRoQL25aDHMIyqG6qmvbsStars' Top Recipe at Fun-Staurant:https://www.youtube.com/playlist?list=PLMf7VY8La5RGn0amdjSh8_3rU4zcApL3NUnasked Family:https://www.youtube.com/playlist?list=PLMf7VY8La5RHOrGquk0-VpaVNW1J1vLh5The Miracle We Met:https://www.youtube.com/playlist?list=PLMf7VY8La5RFRfeoLBQ-VtoLB3oPlMeTt2019 KBS Song Festival: https://www.youtube.com/playlist?list=PLMf7VY8La5RF_MYEdtuaOYEu5C7CYx3RHWhen you are now sure what to watch:https://www.youtube.com/playlist?list=PLMf7VY8La5REjpb94an3gNiRHYJOx8fz8▶Subscribe KBS World Official PagesYoutube Subscribe：https://www.youtube.com/kbsworldHomepage: http://www.kbsworld.co.kr Facebook: http://www.facebook.com/kbsworldTwitter: http://twitter.com/kbsworldtv Instagram: https://www.instagram.com/kbsworldtv/Line: https://goo.gl/g5iRQVAndroid Download : http://bit.ly/1NOZFKrIOS Download : http://apple.co/1NktctW"
"uJeqwCgaFUM","【微鬼畫】別在山上玩這遊戲|微疼","2020-11-19T11:20:34Z","UCGPlcnciT5KXLgVjLumGQgQ","微疼","24","20.22.11","微鬼畫|微疼|好兄弟|鬼故事|聽故事|恐怖的|可怕|都市傳說","403741","11618","266","1043","https://i.ytimg.com/vi/uJeqwCgaFUM/default.jpg","False","False","觀眾鬼故事投稿專區https://forms.gle/GKCzkDiLi3dR28Yw7悠遊卡購買網址https://www.yangzhu.com.tw/product/index.aspx?isdesign=16&kind=50&fbclid=IwAR2sZkzTcsLkJIpUuF-uAYiRi5w-tLoXeENpwEiQDZldyNvOp73hqhgi4RE微疼的新書:https://www.books.com.tw/products/E050070113?gclid=EAIaIQobChMIqozDp5un7AIVx9eWCh3nEAyPEAYYASABEgL-8fD_BwE微疼歷年漫畫書:大學微微疼 https://www.books.com.tw/products/0010670172?sloc=main大學微微疼2 https://www.books.com.tw/products/0010701720?sloc=main怪奇微微疼 https://www.books.com.tw/products/0010761302?sloc=main#鬼故事網路漫畫家#微疼免費漫畫 微不幸劇場https://s.yam.com/TnSQwIGhttps://goo.gl/3VHfCDFBhttps://goo.gl/JeDJtD固定合作配音夥伴 薇拉https://www.facebook.com/tall.girl.vera/"
"p3AMs26ll80","這群人 TGOP │哥跟姐的經典語錄 feat.劉書宏 Classic Quotations for Brothers and Sisters","2020-11-15T10:31:09Z","UC6FcYHEm7SO1jpu5TKjNXEA","這群人TGOP","24","20.22.11","這群人|TGOP|搞笑影片|This|Group|Of|People|茵聲|展榮|許展瑞|董仔|董芷涵|尼克|木星|娛樂|惡搞|石頭|喜劇演員|搞笑團體|youtube 廣告|好笑|影片|訂閱|有趣|趣味|戲劇|客串|翻唱|超瞎|cover|feat.|經典語錄|瘋狂|職人|韓流|許展榮|王士維|牧昕|林牧昕|鄭茵聲|張佑維|戲劇","1621769","34753","781","1758","https://i.ytimg.com/vi/p3AMs26ll80/default.jpg","False","False","江湖在走，「哥姐」要有？日常生活中，總會時不時遇到一群人，他們雖然有名字，卻更常被尊稱為「＊＊哥」或「＊＊姐」。他們常有個共通點：年紀比你大一些，或資歷比你大一些；更有趣的是，他們的行為模式竟然也有某種程度相似。這集「這群人」爆笑演繹「哥姐行為學」，究竟跟你記憶中的哥、姐模樣，是否雷同呢？#哥姊SOP #經典語錄 #這群人 成為這個頻道的會員並獲得獎勵：https://www.youtube.com/channel/UC6FcYHEm7SO1jpu5TKjNXEA/join【這群人2019周邊商品熱賣中】https://www.3one.com.tw/【也有蝦皮可以訂購喔！】https://shopee.tw/tgop77支持群人  訂閱訂起來➔ https://tgop.pse.is/GWAQ6A Day To Remember 播放清單 經典語錄系列➔  https://tgop.pse.is/M3HAM來看這群人更多日常生活 ➔ https://tgop.pse.is/KZPB2群人製作的都在這➔ https://tgop.pse.is/KB5Z4演出：網路搞笑團體「這群人」This Group Of People a.k.a. TGOP。註：戲劇效果、激動演出。請調整為1080pHD觀看品質較高。Facebook這群人：https://tgop.pse.is/K7SE2展榮展瑞：https://tgop.pse.is/MGXKV茵聲：https://tgop.pse.is/LEVZ5董仔：https://tgop.pse.is/MDX52石頭：https://tgop.pse.is/LZS6Y尼克：https://tgop.pse.is/HJB2Z木星：https://tgop.pse.is/MC3JLInstagram這群人：https://tgop.pse.is/KE6S9展榮：https://tgop.pse.is/MJER2展瑞：https://tgop.pse.is/MEVXJ茵聲：https://tgop.pse.is/KFWEX尼克：https://tgop.pse.is/M4GAE董仔：https://tgop.pse.is/MNY8W木星：https://tgop.pse.is/KMBXE石頭：https://tgop.pse.is/MSNET這群人bilibili： https://tgop.pse.is/M79UP這群人微博： https://tgop.pse.is/MLT7Q【兩班半攝影棚開幕啦】 https://www.17hrs.com.tw/【三花自創品牌3.one 夏季新品上市啦！】https://www.3one.com.tw【工作邀約請洽詢】 聯絡信箱 ：thisgroupofpeople@gmail.com"
"jCAqOFgGZow","【LIVE】11/21 《第57屆金馬獎》星光大道｜Golden Horse Awards","2020-11-21T11:24:17Z","UCX157UE-NdaUGQJDkQ-XKnw","ETtoday星光雲/官方平台","24","20.22.11","娛樂星光雲|ETtoday星光雲|星光雲|娛樂|娛樂新聞|ETTODAY|金馬獎|金馬入圍名單|2020金馬|金馬奇幻影展|57屆金馬獎|Golden Horse Awards|楊千霈|林鶴軒|范少勳|聞天祥|消失的情人節|怪胎|刻在你心底的名字|驊森CP|金馬星光大道直播|孤味|親愛的房客|無聲|同學麥娜絲","336873","911","93","100","https://i.ytimg.com/vi/jCAqOFgGZow/default.jpg","False","False","訂閱《星光雲》：https://bit.ly/2T7r9l0 加入頻道會員：https://bit.ly/2Y2LD2N---《金馬星光大道》時間：11月21日（六）17:15紅毯主持人：楊千霈X林鶴軒(大鶴)---第57屆金馬獎入圍名單:★最佳女主角桂綸鎂／腿謝欣穎／怪胎陳淑芳／孤味白靈／墮胎師李霈瑜／消失的情人節★最佳男配角納豆／同學麥娜絲鄭人碩／同學麥娜絲張少懷／腿戴立忍／刻在你心底的名字金玄彬／無聲★最佳女配角高慧君／逃出立法院張雅玲／迷走廣州陳淑芳／親愛的房客謝盈萱／孤味陳雪甄／馗降：粽邪2★最佳新演員吳奕蓉／大桔大利 闔家平安劉俊謙／幻愛霍嘉豪／狂舞派3陳昊森／刻在你心底的名字陳妍霏／無聲★最佳原著劇本陳玉勳／消失的情人節張吉安／南巫鍾孟宏、張耀升／腿鄭有傑／親愛的房客柯貞年、林品君／無聲★最佳改編劇本曾俊榮、周冠威／幻愛黃信堯／同學麥娜絲黃怡玫、許承傑／孤味黃修平／狂舞派3★最佳攝影周宜賢／消失的情人節彭文淳／今宵多珍重廖明毅／怪胎中島長雄／同學麥娜絲姚宏易／刻在你心底的名字★最佳視覺效果郭憲聰／消失的情人節龔仲湘、苗天雨 、嚴振欽／怪胎李志緯／嗨！神獸許媛 、黃閔彬 ／馗降：粽邪2★最佳美術設計王誌成／消失的情人節吳忠憲／怪胎趙思豪／同學麥娜絲李天爵、劉怡如／無聲張兆康、姚漢文／手捲煙★最佳造型設計郭子勝、Azni SAMDIN／男兒王林少芬／今宵多珍重許力文／腿張兆康、陳子晴／手捲煙施筱柔、王嘉瑩／馗降：粽邪2★最佳動作設計黃泰維、李紹朋／逃出立法院張鵬／打噴嚏麥秋成／狂舞派3鄧瑞華／手捲煙★最佳剪輯賴秀雄／消失的情人節賴秀雄／同學麥娜絲雪蓮、黃修平／狂舞派3蘇珮儀、陳俊宏／無聲張叔平、盧煒麟／手捲煙★最佳音效曹源峰、何湘鈴、林子翔、李育智、王敏旭／日子杜篤之、吳書瑤／幻愛簡豐書、湯湘竹／消失的情人節鄭名輝、譚景華、楊智超／狂舞派3郭禮杞、李東煥／無聲★最佳原創電影音樂柯仁堅、蔡仲軒／同學麥娜絲法蘭／親愛的房客柯智豪／孤味侯志堅、黃雨勳／刻在你心底的名字盧律銘／無聲★最佳原創電影歌曲Happy Family／你是豬Lost and Found／消失的情人節孤味／孤味歡迎嚟到呢座城市／狂舞派3刻在我心底的名字／刻在你心底的名字★最佳紀錄片爺爺和父親我的兒子是死刑犯千年一問迷航佔領立法會★最佳動畫長片中山魂廢棄之城★最佳劇情短片伏魔殿主管再見夜更幽魂之境手事業★最佳動畫短片白露大冒險鐵路山川壯麗多雲時情夜車★年度台灣傑出電影工作者：彭仁孟★終身成就獎：侯孝賢 #2020金馬 #金馬57 #金馬星光大道"
"pSpP8Vqr54I","水中激鬥，再次展開，打水球？我們也可以！勝利，沒有捷徑；強敵，是讓我成長的動力，只要突破自己，就是完美的戰役！｜全明星運動會 X 富易達保險經紀人 EP08：飛躍之湧 20201115","2020-11-17T04:00:10Z","UCXxAXdFh-cuYXU289kd-pNQ","全明星運動會","22","20.22.11","全明星運動會|胡宇威|李玖哲|柯有倫|姚元浩|陳漢典|運動實境節目|台視|三立","767495","5654","343","3740","https://i.ytimg.com/vi/pSpP8Vqr54I/default.jpg","False","False","10:39 感謝【TSNA體育新聞團隊】照片素材的提供【水球、鐵餅、跳遠】讓我們說飛就飛！讓紀錄說破就破！#全明星運動會 #水中激鬥 #打破他大來賓：羅興樑主播：徐展元、蔡尚樺紅隊領隊：江宏傑  藍隊領隊：錢薇娟紅隊經理：粿粿      藍隊經理：孟潔紅隊陣容：姚元浩、草屯囝仔 阿倉、楊奇煜(傷退)→孫其君、陳漢典、李玖哲、臭屁嬰仔 屁辰、IVI 芳芸、IVI 琦琦、郭芝吟、阿樂藍隊陣容：胡宇威、夏和熙、泰坦 正義、柯有倫(傷退)→張庭瑚、邱宇辰、泰坦 比利、梁凱莉、IVI Kimi、王宣、安乙蕎不搞笑！不做效果！全程玩真的！全明星運動會，正式開戰！每週二，中午12點，上架完整版！還沒訂閱嗎？傳送門在這👉https://www.youtube.com/channel/UCXxAXdFh-cuYXU289kd-pNQ?sub_confirmation=1👉全明星運動會FaceBook：https://www.facebook.com/100775881746080👉全明星運動會Instagram：https://www.instagram.com/allstarsportsday/"
